交易日,当日收益率,累计收益率,指数累计,控仓收益_5,控仓累计_5,控仓收益_20,仓位控制_20,控仓累计_20,控仓收益_30,控仓累计_30,控仓收益_60,控仓累计_60
2021-03-17,0.18,8.06,-0.23000000000000026,0.18,4.959999999999999,0.18,1,2.21,0.18,4.31,0.18,2.39
2021-03-18,0.68,8.74,0.02999999999999975,0.68,5.639999999999999,0.68,1,2.89,0.68,4.989999999999999,0.68,3.0700000000000003
2021-03-19,0.49,9.23,-0.020000000000000254,0.49,6.129999999999999,0.49,1,3.38,0.49,5.4799999999999995,0.49,3.5600000000000005
2021-03-22,1.39,10.62,-0.2500000000000003,1.39,7.519999999999999,0.0,0,3.38,1.39,6.869999999999999,1.39,4.95
2021-03-23,0.0,10.62,0.6499999999999997,0.0,7.519999999999999,0.0,1,3.38,0.0,6.869999999999999,0.0,4.95
2021-03-24,-0.53,10.09,0.09999999999999964,-0.53,6.989999999999998,-0.0,0,3.38,-0.53,6.339999999999999,-0.53,4.42
2021-03-25,-0.73,9.36,-0.9400000000000004,-0.73,6.259999999999998,-0.0,0,3.38,-0.73,5.609999999999999,-0.73,3.69
2021-03-26,1.12,10.48,-1.2500000000000004,0.0,6.259999999999998,0.0,0,3.38,1.12,6.7299999999999995,1.12,4.8100000000000005
2021-03-29,0.0,10.48,-0.5400000000000005,0.0,6.259999999999998,0.0,0,3.38,0.0,6.7299999999999995,0.0,4.8100000000000005
2021-03-30,-1.92,8.56,-0.20000000000000046,-1.92,4.339999999999998,-1.92,1,1.46,-1.92,4.81,-1.92,2.8900000000000006
2021-03-31,-0.3,8.26,-0.49000000000000044,-0.3,4.039999999999998,-0.3,1,1.16,-0.3,4.51,-0.3,2.5900000000000007
2021-04-01,1.25,9.51,-0.6900000000000004,1.25,5.289999999999998,0.0,0,1.16,1.25,5.76,1.25,3.8400000000000007
2021-04-02,1.25,10.76,-0.5600000000000004,1.25,6.539999999999998,0.0,0,1.16,1.25,7.01,1.25,5.090000000000001
2021-04-06,0.59,11.35,-0.4500000000000004,0.59,7.129999999999998,0.59,1,1.75,0.59,7.6,0.59,5.680000000000001
2021-04-07,0.26,11.61,-0.09000000000000041,0.26,7.389999999999998,0.26,1,2.01,0.26,7.859999999999999,0.26,5.94
2021-04-08,-0.02,11.59,-0.010000000000000411,-0.02,7.369999999999998,-0.02,1,1.9899999999999998,-0.02,7.84,-0.02,5.920000000000001
2021-04-09,0.42,12.01,0.12999999999999962,0.42,7.789999999999998,0.42,1,2.4099999999999997,0.42,8.26,0.42,6.340000000000001
2021-04-12,0.6,12.61,0.1499999999999996,0.6,8.389999999999999,0.6,1,3.01,0.6,8.86,0.6,6.94
2021-04-13,0.6,13.21,-0.6400000000000005,0.0,8.389999999999999,0.0,0,3.01,0.6,9.459999999999999,0.6,7.54
2021-04-14,0.25,13.46,-0.7500000000000004,0.0,8.389999999999999,0.0,0,3.01,0.25,9.709999999999999,0.25,7.79
2021-04-15,0.0,13.46,-0.32000000000000045,0.0,8.389999999999999,0.0,0,3.01,0.0,9.709999999999999,0.0,7.79
2021-04-16,0.71,14.17,-0.6200000000000004,0.0,8.389999999999999,0.0,0,3.01,0.71,10.419999999999998,0.71,8.5
2021-04-19,-0.25,13.92,-0.0800000000000004,-0.25,8.139999999999999,-0.25,1,2.76,-0.25,10.169999999999998,-0.25,8.25
2021-04-20,0.6,14.52,1.2499999999999996,0.6,8.739999999999998,0.6,1,3.36,0.6,10.769999999999998,0.6,8.85
2021-04-21,-0.01,14.51,1.4999999999999996,-0.01,8.729999999999999,-0.01,1,3.35,-0.01,10.759999999999998,-0.01,8.84
2021-04-22,-0.43,14.08,1.3199999999999996,-0.43,8.299999999999999,-0.43,1,2.92,-0.43,10.329999999999998,-0.43,8.41
2021-04-23,-0.46,13.62,1.4699999999999995,-0.46,7.839999999999999,-0.46,1,2.46,-0.46,9.869999999999997,-0.46,7.95
2021-04-26,0.58,14.2,1.2899999999999996,0.58,8.419999999999998,0.0,0,2.46,0.58,10.449999999999998,0.58,8.53
2021-04-27,0.7,14.9,1.2199999999999995,0.7,9.119999999999997,0.0,0,2.46,0.7,11.149999999999997,0.7,9.229999999999999
2021-04-28,0.13,15.03,1.0099999999999996,0.13,9.249999999999998,0.0,0,2.46,0.13,11.279999999999998,0.13,9.36
2021-04-29,-0.01,15.02,1.2699999999999996,-0.01,9.239999999999998,-0.01,1,2.45,-0.01,11.269999999999998,-0.01,9.35
2021-04-30,0.18,15.2,1.3999999999999995,0.18,9.419999999999998,0.18,1,2.6300000000000003,0.18,11.449999999999998,0.18,9.53
2021-05-06,0.5,15.7,1.2799999999999994,0.5,9.919999999999998,0.5,1,3.1300000000000003,0.5,11.949999999999998,0.5,10.03
2021-05-07,-0.54,15.16,1.9299999999999993,-0.54,9.379999999999999,-0.54,1,2.5900000000000003,-0.54,11.409999999999997,-0.54,9.489999999999998
2021-05-10,0.49,15.65,1.9999999999999993,0.49,9.87,0.49,1,3.08,0.49,11.899999999999997,0.49,9.979999999999999
2021-05-11,-0.42,15.23,3.499999999999999,-0.42,9.45,-0.42,1,2.66,-0.42,11.479999999999997,-0.42,9.559999999999999
